Abundance	cluster	gene
3.68803149253557	Tumor	TXNRD1
2.60697869722094	Tumor	TXNRD1
4.45978700245871	Tumor	TXNRD1
5.22739606908053	Tumor	TXNRD1
4.21249619064593	Tumor	TXNRD1
3.58372365573066	Tumor	TXNRD1
3.75023560093272	Tumor	TXNRD1
2.7640635083085	Tumor	TXNRD1
2.98542774724659	Tumor	TXNRD1
4.36539719395597	Tumor	TXNRD1
4.80733482723673	Tumor	TXNRD1
4.47837648965109	Tumor	TXNRD1
6.28468605748426	Tumor	TXNRD1
3.32262114336294	Tumor	TXNRD1
4.8297643348356	Tumor	TXNRD1
3.82993782329697	Tumor	TXNRD1
3.20954382367124	Tumor	TXNRD1
4.21995839758492	Tumor	TXNRD1
5.26968550416744	Tumor	TXNRD1
2.46013600644893	Tumor	TXNRD1
7.44101612819587	Tumor	TXNRD1
3.59257782988917	Tumor	TXNRD1
3.63826502505951	Tumor	TXNRD1
4.22824688523985	Tumor	TXNRD1
2.79960770175363	Tumor	TXNRD1
4.90550253634534	Tumor	TXNRD1
4.04119478643946	Tumor	TXNRD1
3.3336296751927	Tumor	TXNRD1
3.84421992036894	Tumor	TXNRD1
3.15173902001843	Tumor	TXNRD1
5.45492567596288	Tumor	TXNRD1
3.74298492746616	Tumor	TXNRD1
5.92046314516075	Tumor	TXNRD1
3.67420752496238	Tumor	TXNRD1
4.19965350134951	Tumor	TXNRD1
7.48811649039411	Tumor	TXNRD1
3.09623756051456	Tumor	TXNRD1
4.97838785415847	Tumor	TXNRD1
6.72686799221153	Tumor	TXNRD1
4.9001871928948	Tumor	TXNRD1
3.86696928396364	Tumor	TXNRD1
5.9690749519179	Tumor	TXNRD1
3.4940366451611	Tumor	TXNRD1
6.9337024560904	Tumor	TXNRD1
6.4451612192079	Tumor	TXNRD1
4.55863377249533	Tumor	TXNRD1
3.43970012356094	Tumor	TXNRD1
2.2416803497214	Tumor	TXNRD1
5.13318578807001	Tumor	TXNRD1
4.13912154943406	Tumor	TXNRD1
5.90580816836688	Tumor	TXNRD1
5.91825956369597	Tumor	TXNRD1
5.07588085537902	Tumor	TXNRD1
5.10821623074035	Tumor	TXNRD1
4.28939627959367	Tumor	TXNRD1
4.20074366328342	Tumor	TXNRD1
3.39837021000288	Tumor	TXNRD1
4.32036769800161	Tumor	TXNRD1
4.03767916520779	Tumor	TXNRD1
4.71691793497822	Tumor	TXNRD1
4.70342356396894	Tumor	TXNRD1
2.19763865533261	Tumor	TXNRD1
3.05482469229648	Tumor	TXNRD1
3.14857281626104	Tumor	TXNRD1
3.89663029800467	Tumor	TXNRD1
3.3554366600202	Tumor	TXNRD1
4.77001498843312	Tumor	TXNRD1
3.47005132985789	Tumor	TXNRD1
2.72862388269623	Tumor	TXNRD1
3.59303937981236	Tumor	TXNRD1
6.55445086818122	Tumor	TXNRD1
3.85406947615383	Tumor	TXNRD1
2.7947433599426	Tumor	TXNRD1
3.55093636229136	Tumor	TXNRD1
3.86825412897219	Tumor	TXNRD1
3.84552015904845	Tumor	TXNRD1
4.03475539225405	Tumor	TXNRD1
3.16543428360838	Tumor	TXNRD1
3.07832871402791	Tumor	TXNRD1
4.62211099070957	Tumor	TXNRD1
4.13491008102918	Tumor	TXNRD1
3.4698521220225	Tumor	TXNRD1
6.53696207124703	Tumor	TXNRD1
3.86344095194195	Tumor	TXNRD1
3.48593683276045	Tumor	TXNRD1
3.30273885580051	Tumor	TXNRD1
3.70582312149821	Tumor	TXNRD1
4.81000601312611	Tumor	TXNRD1
3.19385294198003	Tumor	TXNRD1
3.81290992509835	Tumor	TXNRD1
3.27259582234574	Tumor	TXNRD1
4.27601345310539	Tumor	TXNRD1
7.15668683350547	Tumor	TXNRD1
3.58655459768694	Tumor	TXNRD1
6.38469638724594	Tumor	TXNRD1
2.38130275599216	Tumor	TXNRD1
6.4750334730481	Tumor	TXNRD1
5.49908241174874	Tumor	TXNRD1
3.21411874228983	Tumor	TXNRD1
4.43742550989649	Tumor	TXNRD1
4.13714198497967	Tumor	TXNRD1
6.57636461798107	Tumor	TXNRD1
4.09773466757655	Tumor	TXNRD1
4.37683420908946	Tumor	TXNRD1
3.36336748899183	Tumor	TXNRD1
4.38866002428612	Tumor	TXNRD1
3.25893735111524	Tumor	TXNRD1
4.42082932403638	Tumor	TXNRD1
3.81209667923613	Tumor	TXNRD1
3.98814658614105	Tumor	TXNRD1
4.0512642001076	Tumor	TXNRD1
2.64328592400263	Tumor	TXNRD1
2.3452283066755	Tumor	TXNRD1
3.04038994169239	Tumor	TXNRD1
2.9445432668291	Tumor	TXNRD1
5.72307958585012	Tumor	TXNRD1
6.12210861583193	Tumor	TXNRD1
6.57408818338852	Tumor	TXNRD1
6.09253559359434	Tumor	TXNRD1
6.8230168742065	Tumor	TXNRD1
5.00881314009596	Tumor	TXNRD1
5.5947629075981	Tumor	TXNRD1
4.44915458951443	Tumor	TXNRD1
4.89685985246274	Tumor	TXNRD1
3.66264074955651	Tumor	TXNRD1
5.55066214479136	Tumor	TXNRD1
3.33555514304151	Tumor	TXNRD1
3.90619119991145	Tumor	TXNRD1
1.71189704314033	Tumor	TXNRD1
3.28147259346402	Tumor	TXNRD1
2.67562333320439	Tumor	TXNRD1
3.74975306876309	Tumor	TXNRD1
2.50321209249976	Tumor	TXNRD1
3.97513489702464	Tumor	TXNRD1
3.48712099871231	Tumor	TXNRD1
5.98701428340103	Tumor	TXNRD1
7.20745950964668	Tumor	TXNRD1
3.08356042445886	Tumor	TXNRD1
5.9197686317541	Tumor	TXNRD1
2.29930269271535	Tumor	TXNRD1
4.26511204305096	Tumor	TXNRD1
6.44315922066743	Tumor	TXNRD1
5.61083970721679	Tumor	TXNRD1
2.70513082975791	Tumor	TXNRD1
3.54319766263529	Tumor	TXNRD1
5.02853467561657	Tumor	TXNRD1
5.70032429792095	Tumor	TXNRD1
4.14247879064225	Tumor	TXNRD1
4.28202754752655	Tumor	TXNRD1
3.63120441752952	Tumor	TXNRD1
2.06200286431773	Tumor	TXNRD1
3.34516967674862	Tumor	TXNRD1
3.9405247951772	Tumor	TXNRD1
4.1518547587357	Tumor	TXNRD1
5.89241652787307	Tumor	TXNRD1
3.69793280076966	Tumor	TXNRD1
4.02272023147708	Tumor	TXNRD1
6.14399026825214	Tumor	TXNRD1
5.12788869997189	Tumor	TXNRD1
5.85490502662572	Tumor	TXNRD1
4.03764051333946	Tumor	TXNRD1
3.27905328440747	Tumor	TXNRD1
4.19650160768567	Tumor	TXNRD1
5.00395432283384	Tumor	TXNRD1
3.73606146247425	Tumor	TXNRD1
5.43897710434685	Tumor	TXNRD1
3.93077612425243	Tumor	TXNRD1
4.10558840946593	Tumor	TXNRD1
2.07620265275447	Tumor	TXNRD1
3.52838503166124	Tumor	TXNRD1
2.94531160570828	Tumor	TXNRD1
3.61304595813395	Tumor	TXNRD1
5.19160686572061	Tumor	TXNRD1
2.99829661465663	Tumor	TXNRD1
5.60723442683123	Tumor	TXNRD1
3.87515587400494	Tumor	TXNRD1
2.46760450677773	Tumor	TXNRD1
6.39380520750643	Tumor	TXNRD1
5.3966116307563	Tumor	TXNRD1
4.71358749868775	Tumor	TXNRD1
2.52568704809832	Tumor	TXNRD1
6.21505902873027	Tumor	TXNRD1
3.90017608067769	Tumor	TXNRD1
5.27576098650889	Tumor	TXNRD1
4.49403472447563	Tumor	TXNRD1
5.04481899605536	Tumor	TXNRD1
7.74569381747844	Tumor	TXNRD1
3.86854256762048	Tumor	TXNRD1
5.7280766926979	Tumor	TXNRD1
2.66249833930361	Tumor	TXNRD1
4.24863274299124	Tumor	TXNRD1
4.37537451484462	Tumor	TXNRD1
5.39601696656599	Tumor	TXNRD1
5.5208053447722	Tumor	TXNRD1
3.45426711180409	Tumor	TXNRD1
3.63369856661219	Tumor	TXNRD1
3.15300644543688	Tumor	TXNRD1
3.20362763600965	Tumor	TXNRD1
3.77474278992345	Tumor	TXNRD1
4.50265139127859	Tumor	TXNRD1
4.32976369505452	Tumor	TXNRD1
7.13718277535023	Tumor	TXNRD1
4.28498562676772	Tumor	TXNRD1
3.25163820853792	Tumor	TXNRD1
3.29353558122823	Tumor	TXNRD1
4.95156121959024	Tumor	TXNRD1
3.44295304745324	Tumor	TXNRD1
3.8289097773029	Tumor	TXNRD1
3.97920223563094	Tumor	TXNRD1
5.06123832627783	Tumor	TXNRD1
4.74686898905609	Tumor	TXNRD1
4.91661899606425	Tumor	TXNRD1
5.64312513527527	Tumor	TXNRD1
4.33751558014661	Tumor	TXNRD1
4.05509758513686	Tumor	TXNRD1
4.22876405940931	Tumor	TXNRD1
4.5067415641867	Tumor	TXNRD1
3.20009092084117	Tumor	TXNRD1
3.97617572484034	Tumor	TXNRD1
3.88492803279579	Tumor	TXNRD1
2.34577928317369	Tumor	TXNRD1
2.88689736681857	Tumor	TXNRD1
5.43012567102967	Tumor	TXNRD1
2.65259249899327	Tumor	TXNRD1
5.95479932395056	Tumor	TXNRD1
2.2519156795436	Tumor	TXNRD1
3.5746840406041	Tumor	TXNRD1
6.77299674385566	Tumor	TXNRD1
5.02627289255211	Tumor	TXNRD1
6.18663366484245	Tumor	TXNRD1
2.96394828580087	Tumor	TXNRD1
1.70617732252393	Tumor	TXNRD1
3.59691606530188	Tumor	TXNRD1
4.01813384392317	Tumor	TXNRD1
3.12790066523968	Tumor	TXNRD1
3.85209674522641	Tumor	TXNRD1
3.80928992666573	Tumor	TXNRD1
3.68040200370753	Tumor	TXNRD1
5.76271475874106	Tumor	TXNRD1
3.44090517018724	Tumor	TXNRD1
3.61926392049413	Tumor	TXNRD1
2.65850353465633	Tumor	TXNRD1
4.54140890081852	Tumor	TXNRD1
3.54883361947377	Tumor	TXNRD1
2.98716876547108	Tumor	TXNRD1
4.50452315020956	Tumor	TXNRD1
5.56150119238486	Tumor	TXNRD1
5.21559356982524	Tumor	TXNRD1
5.05405095491932	Tumor	TXNRD1
3.85408942928299	Tumor	TXNRD1
2.81360267070595	Tumor	TXNRD1
4.94046230821278	Tumor	TXNRD1
2.85168228868304	Tumor	TXNRD1
3.82818168475639	Tumor	TXNRD1
4.86417821909752	Tumor	TXNRD1
3.81918482012807	Tumor	TXNRD1
3.96793587295456	Tumor	TXNRD1
5.79759642479749	Tumor	TXNRD1
2.82383718271464	Tumor	TXNRD1
3.4473833417011	Tumor	TXNRD1
5.22115439285625	Tumor	TXNRD1
3.346334446668	Tumor	TXNRD1
3.58008516982479	Tumor	TXNRD1
4.51649113261607	Tumor	TXNRD1
4.50637915366258	Tumor	TXNRD1
4.09532106171207	Tumor	TXNRD1
6.53335169381217	Tumor	TXNRD1
2.97307523907709	Tumor	TXNRD1
6.10085090190255	Tumor	TXNRD1
4.31520826538765	Tumor	TXNRD1
5.31775303153872	Tumor	TXNRD1
3.96241668498005	Tumor	TXNRD1
4.15036389217369	Tumor	TXNRD1
4.88191564990667	Tumor	TXNRD1
3.99286448641179	Tumor	TXNRD1
6.65091358779006	Tumor	TXNRD1
4.18772658088467	Tumor	TXNRD1
3.85694984598189	Tumor	TXNRD1
4.62200963648722	Tumor	TXNRD1
3.90614501054466	Tumor	TXNRD1
0	Normal	CENPA
0.0273410786472873	Normal	CENPA
0.0541565692283482	Normal	CENPA
0.0928399352034712	Normal	CENPA
0.0698981463205484	Normal	CENPA
0.0165859780406406	Normal	CENPA
0.0318773274919495	Normal	CENPA
0.0787633510733867	Normal	CENPA
0.233991276539922	Normal	CENPA
0.0685580427624769	Normal	CENPA
0.150558477491247	Normal	CENPA
0.0389529102381705	Normal	CENPA
0.161318480815107	Normal	CENPA
0.0378771787389335	Normal	CENPA
0.0267664128410499	Normal	CENPA
0.148335750191374	Normal	CENPA
0.0328893921831039	Normal	CENPA
0.0817388816168025	Normal	CENPA
0.122851457930989	Normal	CENPA
0.0564041001012829	Normal	CENPA
0.0129618606080384	Normal	CENPA
0.104855673180177	Normal	CENPA
0.0821812961305882	Normal	CENPA
0.164503710018414	Normal	CENPA
0.286684248370618	Normal	CENPA
0.152423023547344	Normal	CENPA
0.132652782254273	Normal	CENPA
0.134648733627725	Normal	CENPA
0.0539659519511121	Normal	CENPA
0.0334010804294881	Normal	CENPA
0.0451762483130574	Normal	CENPA
0.0207111263305816	Normal	CENPA
0.0143042493577152	Normal	CENPA
0.0442515642983636	Normal	CENPA
0.0806088685160829	Normal	CENPA
0.0125710132192538	Normal	CENPA
0.131783945314157	Normal	CENPA
0.0908660861734234	Normal	CENPA
0.0512073902131909	Normal	CENPA
0.0965943106501252	Normal	CENPA
0.108927707223419	Normal	CENPA
0.0808729964525016	Normal	CENPA
0.0392118427247321	Normal	CENPA
0.0772965727804541	Normal	CENPA
0.0294881462901254	Normal	CENPA
0.0202834799641678	Normal	CENPA
0.309409491420493	Normal	CENPA
0.191410813090645	Normal	CENPA
0.0206436967763833	Normal	CENPA
0.0680065741706693	Normal	CENPA
1.25501686928424	Tumor	CENPA
0.137651085034189	Tumor	CENPA
0.398739362942812	Tumor	CENPA
0.3106266462827	Tumor	CENPA
0.90070414096109	Tumor	CENPA
1.28744667401655	Tumor	CENPA
1.08874912206366	Tumor	CENPA
1.89101801280437	Tumor	CENPA
3.56928638915986	Tumor	CENPA
2.84366953184642	Tumor	CENPA
0.837716744673767	Tumor	CENPA
1.03129655276594	Tumor	CENPA
0.817571252854727	Tumor	CENPA
0.779102963542505	Tumor	CENPA
0.796243957041574	Tumor	CENPA
0.0778161618264562	Tumor	CENPA
1.29760025688084	Tumor	CENPA
0.137843955508201	Tumor	CENPA
0.709954058295547	Tumor	CENPA
0.371642199391139	Tumor	CENPA
0.263494194307804	Tumor	CENPA
0.169939014644365	Tumor	CENPA
0.87774252973808	Tumor	CENPA
1.63023721398819	Tumor	CENPA
1.73114519266122	Tumor	CENPA
1.76808050521458	Tumor	CENPA
1.12444190493472	Tumor	CENPA
0.153220099734589	Tumor	CENPA
1.90089207666427	Tumor	CENPA
0.396022820984864	Tumor	CENPA
2.79124747544125	Tumor	CENPA
2.47464805293825	Tumor	CENPA
1.24239693699689	Tumor	CENPA
1.5726533445847	Tumor	CENPA
0.323199503510094	Tumor	CENPA
0.500884844602885	Tumor	CENPA
1.38815053916829	Tumor	CENPA
0.140832098247127	Tumor	CENPA
1.21225533897577	Tumor	CENPA
0.285778664420026	Tumor	CENPA
0.324377662350299	Tumor	CENPA
1.61613131438466	Tumor	CENPA
0.907768269595794	Tumor	CENPA
1.57894978507737	Tumor	CENPA
2.18621637610297	Tumor	CENPA
3.37940275621589	Tumor	CENPA
0.680386214569384	Tumor	CENPA
0.92893397064068	Tumor	CENPA
1.31176423072995	Tumor	CENPA
0.629555434211631	Tumor	CENPA
1.02050346924046	Tumor	CENPA
0.289460219642509	Tumor	CENPA
1.99743242552324	Tumor	CENPA
1.58971647191736	Tumor	CENPA
2.12591306462142	Tumor	CENPA
1.31051072329113	Tumor	CENPA
0.751171841497956	Tumor	CENPA
0.884565866420222	Tumor	CENPA
0.533791548556244	Tumor	CENPA
0.778285674490516	Tumor	CENPA
0.281790503767241	Tumor	CENPA
1.13574545065459	Tumor	CENPA
2.21115384583223	Tumor	CENPA
0.983598561944387	Tumor	CENPA
0.453004867300411	Tumor	CENPA
2.00143461390624	Tumor	CENPA
0.930310593163442	Tumor	CENPA
1.72849963633537	Tumor	CENPA
0.302983021302994	Tumor	CENPA
0.327818737686121	Tumor	CENPA
0.242556908332456	Tumor	CENPA
0.921032348847687	Tumor	CENPA
0.42474382355196	Tumor	CENPA
2.72239812659323	Tumor	CENPA
0.708870868560848	Tumor	CENPA
0.403033514817409	Tumor	CENPA
0.17705877843798	Tumor	CENPA
2.02727798308897	Tumor	CENPA
0.49684504583976	Tumor	CENPA
0.106089691858237	Tumor	CENPA
0.33677998294455	Tumor	CENPA
0.780581703725528	Tumor	CENPA
1.33581875046705	Tumor	CENPA
2.6120224134107	Tumor	CENPA
2.09128390193145	Tumor	CENPA
2.51074711970199	Tumor	CENPA
0.245011002577307	Tumor	CENPA
2.16682255241855	Tumor	CENPA
1.91133475340921	Tumor	CENPA
1.70619503955107	Tumor	CENPA
1.38046885207784	Tumor	CENPA
1.57992317579726	Tumor	CENPA
0.158000063852923	Tumor	CENPA
0.0844291767236789	Tumor	CENPA
0.16154910850548	Tumor	CENPA
1.03673528224579	Tumor	CENPA
3.47958253716343	Tumor	CENPA
1.88999097658452	Tumor	CENPA
2.84534862910017	Tumor	CENPA
0.52060433209004	Tumor	CENPA
2.38915535480162	Tumor	CENPA
2.63047962018763	Tumor	CENPA
0.23048178456425	Tumor	CENPA
2.57272744630956	Tumor	CENPA
1.19911867257349	Tumor	CENPA
2.43173738320261	Tumor	CENPA
0.200256654554075	Tumor	CENPA
0.0701269559973474	Tumor	CENPA
3.42706117499929	Tumor	CENPA
2.40747644636347	Tumor	CENPA
0.748441181495531	Tumor	CENPA
0.849316554904857	Tumor	CENPA
0.687031667768613	Tumor	CENPA
1.2373216526344	Tumor	CENPA
1.35395618284021	Tumor	CENPA
1.00054241111367	Tumor	CENPA
0.332240882518326	Tumor	CENPA
0.378684992329671	Tumor	CENPA
0.340437996859741	Tumor	CENPA
1.10033226140964	Tumor	CENPA
0.643816686315772	Tumor	CENPA
0.814125287613096	Tumor	CENPA
2.17379873607047	Tumor	CENPA
0.0778843988159861	Tumor	CENPA
0.250962580807996	Tumor	CENPA
1.25045708473861	Tumor	CENPA
1.93706404728209	Tumor	CENPA
0.28203631281476	Tumor	CENPA
0.747976479260477	Tumor	CENPA
0.69313136100843	Tumor	CENPA
0.282914445056601	Tumor	CENPA
1.57628720216865	Tumor	CENPA
1.97715443768952	Tumor	CENPA
1.36434022547414	Tumor	CENPA
0.596847374816046	Tumor	CENPA
0.609444950193305	Tumor	CENPA
1.98640991663799	Tumor	CENPA
0.359622618389263	Tumor	CENPA
0.65568477135366	Tumor	CENPA
0.599208674568093	Tumor	CENPA
1.54607186754644	Tumor	CENPA
1.72926587515577	Tumor	CENPA
0.742797228773087	Tumor	CENPA
3.16076921663111	Tumor	CENPA
1.0597594856251	Tumor	CENPA
0.935036700716134	Tumor	CENPA
0.226557168899647	Tumor	CENPA
1.27256317517089	Tumor	CENPA
0.983984799617349	Tumor	CENPA
0.400106939755804	Tumor	CENPA
2.54312633438931	Tumor	CENPA
0.650790212448205	Tumor	CENPA
0.781656757612838	Tumor	CENPA
1.84473423222671	Tumor	CENPA
0.723366972636774	Tumor	CENPA
0.792308100331505	Tumor	CENPA
0.976327677018154	Tumor	CENPA
0.997508492739418	Tumor	CENPA
0.942173026700589	Tumor	CENPA
1.25053963937368	Tumor	CENPA
0.960243782671682	Tumor	CENPA
0.735760101724095	Tumor	CENPA
0.201431689871458	Tumor	CENPA
0.329223713872419	Tumor	CENPA
0.62687712831708	Tumor	CENPA
3.79880160704744	Tumor	CENPA
0.10110093114429	Tumor	CENPA
1.46080117731984	Tumor	CENPA
0.0753209233589077	Tumor	CENPA
0.475545065588506	Tumor	CENPA
0.845676590344118	Tumor	CENPA
1.33751695271595	Tumor	CENPA
3.95626339405455	Tumor	CENPA
3.51490557270907	Tumor	CENPA
0.805037871976491	Tumor	CENPA
0.795895346158053	Tumor	CENPA
0.820545306181591	Tumor	CENPA
0.390119337768613	Tumor	CENPA
2.09976015859854	Tumor	CENPA
0.0424187298693056	Tumor	CENPA
1.25745175073782	Tumor	CENPA
2.85596020276478	Tumor	CENPA
1.62902919701401	Tumor	CENPA
2.62723011762648	Tumor	CENPA
1.53561117830696	Tumor	CENPA
0.96461071437824	Tumor	CENPA
0.772606265291496	Tumor	CENPA
3.20304460970187	Tumor	CENPA
0.294838763957055	Tumor	CENPA
0.0407677629309606	Tumor	CENPA
0.778842508793258	Tumor	CENPA
0.950707267919328	Tumor	CENPA
0.502811458779039	Tumor	CENPA
0.117232753649866	Tumor	CENPA
0.430641721651171	Tumor	CENPA
0.0953313144846973	Tumor	CENPA
1.82666358479137	Tumor	CENPA
1.25607221949556	Tumor	CENPA
2.46520209630353	Tumor	CENPA
1.7239562363364	Tumor	CENPA
0.129912243479715	Tumor	CENPA
0.731567725217338	Tumor	CENPA
1.74671677029049	Tumor	CENPA
0.27384942905691	Tumor	CENPA
1.52533272516985	Tumor	CENPA
1.00822980819673	Tumor	CENPA
1.51513827056027	Tumor	CENPA
1.25103767239236	Tumor	CENPA
0.79472822924829	Tumor	CENPA
1.7453794668193	Tumor	CENPA
0.702677746876674	Tumor	CENPA
0.0926439053886164	Tumor	CENPA
1.26431628417298	Tumor	CENPA
0.847416002022086	Tumor	CENPA
1.20679949317849	Tumor	CENPA
1.7228214984431	Tumor	CENPA
0.699707556887669	Tumor	CENPA
1.31550792151058	Tumor	CENPA
1.26155264161308	Tumor	CENPA
1.28234763569862	Tumor	CENPA
1.78830827009368	Tumor	CENPA
2.23016025356091	Tumor	CENPA
0.781521563651985	Tumor	CENPA
2.13803456215376	Tumor	CENPA
0.665923209024624	Tumor	CENPA
2.4839509419188	Tumor	CENPA
1.45049374041068	Tumor	CENPA
2.1218467187448	Tumor	CENPA
1.29428808582474	Tumor	CENPA
0.287869245023537	Tumor	CENPA
1.91295668562188	Tumor	CENPA
2.46870397220553	Tumor	CENPA
2.86261084236371	Tumor	CENPA
1.63775375358205	Tumor	CENPA
1.99532134525139	Tumor	CENPA
0.423067367127546	Tumor	CENPA
1.76084218480608	Tumor	CENPA
0.557291988848754	Tumor	CENPA
2.10589761458404	Tumor	CENPA
0.302882219786773	Tumor	CENPA
0.257295491711036	Tumor	CENPA
0.520781525290826	Tumor	CENPA
3.02002548230545	Tumor	CENPA
0.167724295079251	Tumor	CENPA
1.8485309310486	Tumor	CENPA
1.35236260076857	Tumor	CENPA
0.218844563274594	Tumor	CENPA
0.612298550127028	Tumor	CENPA
0.336305645589542	Tumor	CENPA
0.63896638067106	Tumor	CENPA
2.46431362975096	Tumor	CENPA
0.232410294849667	Tumor	CENPA
0.368518173640848	Tumor	CENPA
1.7559044513157	Tumor	CENPA
0.85723256392558	Tumor	CENPA
0.340076662568212	Tumor	CENPA
0.347183482873211	Tumor	CENPA
2.06837897388545	Tumor	CENPA
1.10251992613439	Tumor	CENPA
0.144231488488916	Tumor	CENPA
0.250005435530727	Tumor	CENPA
