Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
CYP2C9	-2.37453602267994	6.00630893543857	-7.48881359335605	4.13863223974168e-13	3.29719640558297e-12	18.8659052622066
RHOB	-1.11874301941434	7.42684834619048	-7.45831123452384	5.07849880627902e-13	4.01488663365981e-12	18.6650528359641
PON3	-1.33145445396948	4.69783929948501	-7.45245321353099	5.2817054031557e-13	4.17108325633435e-12	18.626550598104
MBL2	-1.91290818891395	3.83578881889892	-7.45073669616656	5.34275216993197e-13	4.21569780293865e-12	18.6152730577673
IGHM	-2.24858085216722	3.12045576879603	-7.43107665326575	6.09350779551775e-13	4.78971438307272e-12	18.4862482292635
PLIN2	-1.28421559312287	5.60768345215516	-7.41860746122611	6.62257008330694e-13	5.18138467988007e-12	18.4045509047697
HS3ST3B1	-1.11033158161198	2.43500133506475	-7.38578815177827	8.24110083238881e-13	6.37231508622165e-12	18.19002451459
SAA4	-2.20913058716187	6.13938188248771	-7.37572202836141	8.8114668433116e-13	6.79515425516123e-12	18.1243729204648
TBX15	-1.39921782688437	1.87719003066482	-7.36422526722866	9.51055819517819e-13	7.30965043438493e-12	18.0494749657427
PROZ	-1.49719201101628	3.26670565592205	-7.36240401979542	9.62620632544781e-13	7.39700061995718e-12	18.0376183396622
ABAT	-1.40886590617846	4.47415382142962	-7.35954453809851	9.81058191467262e-13	7.53242812926295e-12	18.0190071924423
GPD1	-1.6762787160804	3.62276572173049	-7.34130441833268	1.10712872612996e-12	8.45249829546848e-12	17.9004211929384
ADH1B	-2.42839313509442	6.83263739741466	-7.34062379398059	1.11212961030447e-12	8.48600257652598e-12	17.8960005857182
SARDH	-1.13327890358338	4.10316223758774	-7.33857873209936	1.12728991466214e-12	8.59636892305052e-12	17.8827199553824
GCGR	-2.01357850289947	2.5227848141526	-7.33711117510695	1.13829434737905e-12	8.67849856694632e-12	17.8731914010499
SERPINE1	-1.86770192649436	4.72189480295673	-7.31837661945763	1.28842220887706e-12	9.77680429674009e-12	17.7516809687273
OLFML3	-1.21382605235956	1.93974312810158	-7.30425234320962	1.41434165971445e-12	1.06863293334361e-11	17.660231074974
CLRN3	-1.93527464016616	2.44077931827848	-7.29434487735659	1.50982205883624e-12	1.13613956552574e-11	17.5961651480692
PEMT	-1.01726493283901	4.79422984324981	-7.28916515479851	1.56223830656992e-12	1.17343707967424e-11	17.5626976321021
SOCS3	-1.51367007840798	3.24303423285737	-7.28432283743444	1.61285853242454e-12	1.20974188586351e-11	17.531426827758
LINC00844	-2.38428484578388	2.9247945140609	-7.26796398754062	1.79610618633121e-12	1.34202503387806e-11	17.4259034515711
CAT	-1.02317050478122	6.46646306873274	-7.22268879388402	2.41697519809766e-12	1.78291032438042e-11	17.1348145235673
ASPDH	-1.78375971068655	4.02139981358145	-7.21038023785104	2.61952409039854e-12	1.92771574131097e-11	17.0559233686466
LINC01767	-1.34486180078934	2.84914874363554	-7.20540937342945	2.7059801724615e-12	1.98857328626248e-11	17.0240925279051
PPP1R3B	-1.18705156292024	3.55984308776528	-7.18907780803789	3.01027262638755e-12	2.20040413530969e-11	16.9196340703501
MT1CP	-1.01240989022599	0.543649758189507	-7.18493526743559	3.09266390789412e-12	2.25617659682061e-11	16.8931673168225
AQP3	-1.19856395334305	4.03120174940824	-7.11354450074858	4.91626688648134e-12	3.53295872994753e-11	16.4389245813466
SPP2	-2.34950560024518	4.9221844023122	-7.05911477041276	6.98394155681779e-12	4.93459037354859e-11	16.0949911895893
HPX	-1.89676974156331	8.66172966247617	-7.05866435632628	7.00420100140962e-12	4.94796102785065e-11	16.0921537533798
C3P1	-1.79185470704954	3.5245602418546	-7.05472835883002	7.18371765994165e-12	5.06704503311596e-11	16.0673645397298
OXT	-1.28203924942277	0.929461094439835	-7.04921878436182	7.44262500720991e-12	5.24566974342609e-11	16.032683098846
CD14	-1.31870504664579	7.10885257382888	-7.04914060589307	7.44636403728841e-12	5.24730652992938e-11	16.0321911377652
BHMT	-2.36652801300305	5.30647133214248	-7.0321093801036	8.30653388268062e-12	5.83236780941658e-11	15.9251195940016
AZGP1	-1.68722854239579	7.62503399143095	-6.98779997429198	1.10288362154906e-11	7.66390310974375e-11	15.6475138835132
SLC27A5	-1.83820963677908	4.97333072610702	-6.98475278515328	1.12453888109629e-11	7.80706112053315e-11	15.6284736973907
LRCOL1	-1.28982811505537	1.40446492927671	-6.97065521484353	1.2302897677911e-11	8.50139410810573e-11	15.5404713566161
MFAP4	-1.67138980379053	2.23286733456567	-6.95279498295669	1.37839202477054e-11	9.48057266730759e-11	15.4291832440196
C8B	-1.4648101460323	6.42187365317105	-6.94300917528935	1.46683052326934e-11	1.00626910392387e-10	15.3683032840452
COLEC11	-1.50798783128921	3.24331616342534	-6.93669003880698	1.52687824330088e-11	1.0453330198776e-10	15.3290264908448
TLCD4	-1.01528315649125	3.65484883261326	-6.93273496665995	1.5656838271802e-11	1.07071265862445e-10	15.304458053024
CFI	-1.05456648975241	6.29699491560365	-6.87061091520604	2.31894980814348e-11	1.55794055857098e-10	14.9200128782575
S100A8	-1.24041382577747	1.60607876914393	-6.85935254565248	2.48932214919295e-11	1.66635665573484e-10	14.850637158779
SCP2	-1.05762050346146	5.26453051692132	-6.853365017486	2.58487983782845e-11	1.72813681287888e-10	14.8137780969467
CYP2A6	-3.3233032025106	5.84024093289568	-6.84587293910972	2.70953697087111e-11	1.80626044505263e-10	14.7676932429769
PGLYRP2	-1.95234241767386	4.60318130363687	-6.83581835974856	2.88615165282518e-11	1.91778408534874e-10	14.7059093252217
ADH1A	-2.00333731813656	6.72343038340891	-6.8249654299155	3.0894865079572e-11	2.05032075401754e-10	14.6393010822933
LINC01018	-1.89978941803208	2.69183837057245	-6.81867639242276	3.21368612808533e-11	2.12931139198613e-10	14.6007417678138
PLG	-1.75329003407375	7.04182670888901	-6.81236380928346	3.34327892456825e-11	2.21043136037413e-10	14.5620666811009
C1S	-1.07316535232068	7.89927615758873	-6.81122604805741	3.36717616865924e-11	2.22503962417129e-10	14.5550990463593
AGTR1	-1.07069241034642	3.19442269525522	-6.80002753134259	3.61152148949419e-11	2.37886418153807e-10	14.4865691808304
CYP8B1	-2.5537777094241	4.76112920885378	-6.79293115288797	3.77528753179537e-11	2.48452557929348e-10	14.4431892875182
ADH6	-1.41982888222068	5.1560236477304	-6.78635846540856	3.933461140376e-11	2.58494559469919e-10	14.4030430665451
CXCL2	-1.54403923326876	3.94538387666093	-6.7793269215807	4.1098835175029e-11	2.69323895472881e-10	14.3601286211895
CYP4F2	-1.72413920355158	4.34046448377873	-6.76681463054709	4.44323250503876e-11	2.89784197079813e-10	14.2838526831618
GGT5	-1.1065394385746	2.00419990029315	-6.76510185462551	4.49088190791514e-11	2.92788741604226e-10	14.2734202597682
JUNB	-1.08278404256224	5.47877792562111	-6.75705040960031	4.72168063743398e-11	3.07133135667861e-10	14.2244077590866
CYP2E1	-3.23171561399163	5.98875658520468	-6.7493774194798	4.95244993250403e-11	3.21748536397271e-10	14.1777426896479
SLC10A1	-2.38521099085519	4.83397099392957	-6.74663063462129	5.0377235582603e-11	3.271164185674e-10	14.1610478333496
C11orf96	-1.20814414686265	2.44632553067528	-6.70758571376959	6.41765263308272e-11	4.12096078751938e-10	13.9243254299741
ADAMTSL2	-1.24683567920628	2.09724690700081	-6.6972104882123	6.84284087317958e-11	4.38334728918757e-10	13.8616083539066
ALB	-1.82752570297915	13.366269774094	-6.67325855703647	7.932815935928e-11	5.04751136634429e-10	13.717120667484
LRG1	-1.4265800401464	6.88982535297665	-6.6610179234447	8.55389621880538e-11	5.4268449495052e-10	13.6434416116338
ORM1	-1.76007526275603	10.754969757085	-6.65838654906453	8.69351381778666e-11	5.51070280306662e-10	13.627617064499
DNAJC12	-1.30196448955921	2.46275069647826	-6.61664120425171	1.12320340651765e-10	7.03393150534381e-10	13.3772458956998
OGDHL	-1.43233302801539	3.49183917683462	-6.61123319567891	1.16100171868704e-10	7.26248634634868e-10	13.3449042224901
IGHA2	-1.70076488342497	2.33585637534894	-6.60024776218664	1.24166429318271e-10	7.74221584021907e-10	13.2792737239058
AKR7A3	-1.782530267662	4.5096566175366	-6.57936051078431	1.41047757397819e-10	8.74623612673768e-10	13.154730905114
LINC01702	-1.73686795530278	2.94083247230632	-6.55556814373163	1.63028383790207e-10	1.00577723854533e-09	13.0132567583138
DUSP5	-1.10133556565276	2.63833867427232	-6.50520549684903	2.2121757608068e-10	1.34517428712465e-09	12.7151673476046
UGT2B10	-1.97795727795201	5.70810019429922	-6.49894908763546	2.29737278825688e-10	1.39514827564287e-09	12.6782674640201
SLC46A3	-1.35184601980626	3.07137132253092	-6.49736796954956	2.31940790426314e-10	1.40783726578332e-09	12.6689467232925
HAAO	-1.09249455562893	5.27493817352603	-6.49053054365425	2.41710617978106e-10	1.46449826086588e-09	12.6286612044342
ADH1C	-2.52616947294623	6.58725602514395	-6.44433418198866	3.19137072506538e-10	1.91265354231346e-09	12.3573852594132
LDHD	-1.1212699704643	4.7912729254001	-6.43527702562124	3.36945230901192e-10	2.01677075987692e-09	12.3043855233537
ORM2	-1.55114125761065	9.30665832309962	-6.43347204080362	3.406087969221e-10	2.03738188313966e-09	12.293830599403
GNMT	-2.04848472699243	4.92069662282377	-6.4234899525787	3.61585182729573e-10	2.1579748627035e-09	12.2355026560084
AMDHD1	-1.2274803087418	4.21012781776427	-6.41636282945498	3.77331376699761e-10	2.24832682274867e-09	12.1939024779665
MRC1	-1.13119649686454	1.97250721785054	-6.39855184668092	4.196778033624e-10	2.49023173356882e-09	12.0901076347601
CA2	-1.24203462520627	4.2967210971414	-6.38368861682692	4.58550836591147e-10	2.71350149954672e-09	12.0036725022952
SLC38A4	-1.43920547932319	5.48789323827318	-6.36086757364138	5.25195460203584e-10	3.08912012942994e-09	11.8712816331151
RIDA	-1.09701723049863	7.01270031530685	-6.30757557985012	7.19948194390431e-10	4.18173557088117e-09	11.5636429904927
CDA	-1.41711831615304	3.59885855745415	-6.2679480691809	9.09021439592686e-10	5.22800249683756e-09	11.3362718890063
CYP2A7	-2.16425534119479	2.36050055011601	-6.26551663407294	9.22086521188255e-10	5.30149651843691e-09	11.3223596410395
TMEM45A	-1.25109722722722	2.14476459807052	-6.25864011019576	9.60039760239289e-10	5.51115199004073e-09	11.2830375752061
VNN1	-1.93760487544269	4.29546769834244	-6.2518132369746	9.99229773528379e-10	5.72458969094263e-09	11.2440348222457
CP	-1.44648103573625	6.12878445082782	-6.24545412503193	1.03714042279201e-09	5.93077149596579e-09	11.2077361898854
PHGDH	-1.34044895992818	3.310234836741	-6.23730935469875	1.08775753635375e-09	6.2048919808209e-09	11.1612895378451
SHMT1	-1.07761463722259	4.74781041892012	-6.22828459821575	1.14666825746156e-09	6.52285346642013e-09	11.1098833832093
THBS1	-1.29279800013532	3.09975862955308	-6.2150544854195	1.23871102062625e-09	7.01734150840551e-09	11.0346346972505
LINC01831	-1.2388071298367	1.58091758763198	-6.2057272271924	1.30790625641817e-09	7.39011928683697e-09	10.9816641103055
IGKV2-24	-1.08125607435405	0.907231057466142	-6.19510362114675	1.39133032553294e-09	7.83043497904407e-09	10.921411979835
APOA5	-1.76044728138657	6.0640621538373	-6.18642444144768	1.46332921746018e-09	8.21318193003334e-09	10.8722514628824
MT1A	-1.80065937923297	3.50628546680824	-6.18273426107412	1.49503409053521e-09	8.38350834901484e-09	10.8513669593556
HAO1	-1.46630310330912	6.12894040735555	-6.1727487888782	1.58423310035970e-09	8.86223011193511e-09	10.7949063951786
NR1I2	-1.12751257125163	2.36260256668376	-6.10496130266056	2.34329468086752e-09	1.29210880437653e-08	10.4136306350772
SLC27A2	-1.29950627857858	5.20328378039328	-6.10343367754298	2.3639650627886e-09	1.30292467255304e-08	10.4050789177732
ERRFI1	-1.11282101945762	5.64203940050668	-6.09455225049013	2.48771779350313e-09	1.3682817290729e-08	10.3553957306298
TAT	-2.40559450689307	5.77439365660581	-6.08182143033622	2.67621706549536e-09	1.46608087075606e-08	10.2842844329701
AOX1	-1.7712557092741	6.13829836240977	-6.03755485025564	3.44673522188684e-09	1.8704788153589e-08	10.0379921922991
ALDOB	-2.09503575289343	9.51559656046978	-6.02929631607891	3.61275430500343e-09	1.95740225302777e-08	9.99221013094388
FGB	-1.69925793301396	10.6093174796592	-6.0103660553929	4.02333078552767e-09	2.16940057700355e-08	9.88746690723404
PHYHD1	-1.18302923993652	2.41321389843417	-6.00280775924497	4.19969754430637e-09	2.25989245454045e-08	9.84572338218074
MT-ND6	-1.03649492483581	10.8578554403318	-5.99611297042744	4.36220520548276e-09	2.3429141009378e-08	9.80878580645914
TACSTD2	-1.03850337313195	1.00307922803389	-5.97369390054878	4.95238005837343e-09	2.64722546690771e-08	9.68534438260594
PCK2	-1.10632392898879	6.17610834433905	-5.9370501147618	6.08883496470045e-09	3.22907029528315e-08	9.48441988019661
SLC1A1	-1.25443876800033	2.79807921471565	-5.92118864529787	6.65631657976627e-09	3.52044343112071e-08	9.39777228571223
EHHADH	-1.17560827722623	5.02412281861178	-5.89759651310307	7.59701552645802e-09	3.99741811434795e-08	9.26925640427901
XDH	-1.17818821821569	2.91452052656	-5.86984163802632	8.87049481949208e-09	4.63785131457295e-08	9.11862052919058
TTR	-1.86138456658213	9.00363152247947	-5.83756870494277	1.06142748968666e-08	5.5075863495397e-08	8.94422125444784
HSD11B1	-2.35760853727991	5.89935259045298	-5.79685200869692	1.32964444588531e-08	6.83896278109988e-08	8.72535850206805
HPGD	-1.65196651102096	2.87222226509944	-5.7954203299635	1.3401888104818e-08	6.88841426070287e-08	8.71768657568121
CFHR3	-1.72064215992561	3.74272305905031	-5.759471674583	1.63335539727743e-08	8.33740589916777e-08	8.52557803891201
PDK4	-1.34306576093073	4.26304676193187	-5.72082365157041	2.01822136907742e-08	1.021605617984e-07	8.3201820100382
ATF5	-1.74260221363044	6.51956064950684	-5.71930302623187	2.03504510290442e-08	1.02984014921948e-07	8.3121247597038
A1BG	-1.24983940122044	4.06706775081388	-5.69795304892775	2.28618475177402e-08	1.14986027751502e-07	8.19919228728805
FETUB	-1.75072945773457	4.45980800418868	-5.67945366055664	2.5280070653313e-08	1.26684245279043e-07	8.10163059279343
UGT1A1	-1.49131921959501	3.2310772614176	-5.67903604366907	2.53374399512394e-08	1.26954559106332e-07	8.09943130977792
ANG	-1.25685125428428	7.5723419589802	-5.67895233929988	2.53489539188136e-08	1.26995070369947e-07	8.09899051669171
GREM2	-1.22425415998972	1.61679911791616	-5.67403214829481	2.60347793164247e-08	1.30307588692127e-07	8.07309022597917
PSAT1	-1.07255845280272	4.86715097810308	-5.67197013790371	2.63275464551153e-08	1.31701737655937e-07	8.06224135404218
GBP7	-1.32386839078627	2.83332012336812	-5.65297343397319	2.91799832061227e-08	1.45440481494869e-07	7.96245290502832
HMOX1	-1.03079755436284	4.28514966816735	-5.64554432694736	3.03754922939126e-08	1.51053636356328e-07	7.92350640772031
HNF4A-AS1	-1.06241494103788	2.35960471139302	-5.64170036829722	3.10126572570924e-08	1.5405670593994e-07	7.90337201969167
BGN	-1.35104047571723	5.86044829434097	-5.61259571677691	3.62777948699529e-08	1.7884426545898e-07	7.75130617562362
GADD45G	-1.16196068142482	5.06608470219834	-5.59806024798756	3.92234838738983e-08	1.92775928306986e-07	7.67561452554571
SLC28A1	-1.33817504117114	2.85657970765349	-5.59423990323368	4.00355414420804e-08	1.9666265038883e-07	7.65574858046788
PRG4	-1.62785201612423	3.95436544614743	-5.58671501892583	4.16831659503381e-08	2.04214431278918e-07	7.61665302453407
UGT1A4	-1.77578179475443	3.29424711526643	-5.56062942814957	4.79215175506162e-08	2.33664713933613e-07	7.48147625185075
FTCD	-1.43550952183366	5.94283133351554	-5.55720681981082	4.88046017347561e-08	2.37688999217869e-07	7.46378060229002
HSD17B6	-1.57786424299198	6.78801138971389	-5.52308868547211	5.85190428072432e-08	2.82585176987571e-07	7.28789631763236
IGFBP1	-1.7065178065973	7.67121124581556	-5.51982539317375	5.95411369461036e-08	2.87296069594813e-07	7.27112255314612
SLC6A12	-1.04713880228352	2.86196784843755	-5.51387461448155	6.14498480953036e-08	2.96218421231768e-07	7.24055680049153
PON1	-1.56305591230545	5.97954602613402	-5.50901838194637	6.30514512935598e-08	3.03680058909086e-07	7.21563422508455
FGG	-1.39816820555388	10.0682135177453	-5.49286500915514	6.86763168147235e-08	3.29102525835649e-07	7.132870479056
INHBC	-1.27971886596071	3.94105145886693	-5.48888528368903	7.01353177959289e-08	3.35573168909135e-07	7.11251216293238
IGLV2-14	-1.69181581655746	2.40143193810637	-5.4737459933445	7.59658603665489e-08	3.62067113145829e-07	7.03518374412837
FGA	-1.36266465668026	10.810208775425	-5.42227809787814	9.95274463583702e-08	4.68636862219847e-07	6.77368129738367
IGHV5-51	-1.55154016800704	1.99929021064828	-5.37598039842414	1.26681528300646e-07	5.89673299635454e-07	6.5402821255896
SLCO1B1	-1.30801117351934	5.17989136775205	-5.35594458380112	1.40548963205588e-07	6.51357920321394e-07	6.4398163427676
ACOT12	-1.13426412230079	3.3630461426093	-5.35334480796576	1.42452965598387e-07	6.59769030865708e-07	6.42680421980035
IGF2	-2.74979017659395	4.64424037070739	-5.35120237671023	1.44040818031324e-07	6.66622993657901e-07	6.41608528851429
LECT2	-1.59765897717134	4.21236222801916	-5.27989563232836	2.07882848326493e-07	9.4670661949055e-07	6.06146379673928
CYP2C18	-1.16317954742195	3.79168466806816	-5.25671147909713	2.34017368987011e-07	1.05998964321156e-06	5.94706107881109
ACSM2A	-1.20756507578084	4.03842821984703	-5.24384830799334	2.49863564392916e-07	1.12872871057261e-06	5.88377769777377
LEAP2	-1.0971599197697	4.89014312255307	-5.23564558887697	2.60506540769281e-07	1.17451506476112e-06	5.84349346735303
SLC39A5	-1.49665072887376	4.38009637811486	-5.22202616968119	2.79155403081627e-07	1.2543197645684e-06	5.77672953928266
ANO1	-1.14682518416613	2.80741249923634	-5.19506473642929	3.1996393086701e-07	1.43091331459216e-06	5.64501182119665
DCXR	-1.12648534646239	7.66089281544163	-5.18058205148951	3.44212974015681e-07	1.53499283066941e-06	5.57450527905069
SLC13A5	-1.34164977681424	4.16488973566359	-5.1614550607728	3.78980223266295e-07	1.68345760486172e-06	5.48165401142278
DPYS	-1.28196612706547	5.31016271460008	-5.13989315938427	4.22254481293886e-07	1.86739838545229e-06	5.37734511965694
SERPINF2	-1.14829652079342	8.47839350025509	-5.13571339722729	4.31179794376285e-07	1.90482314218856e-06	5.35716941309564
CTH	-1.2723151053795	3.92101760627255	-5.13033384585768	4.42936243317769e-07	1.954259761503e-06	5.33122361617696
HRG	-1.95041445614715	7.52550529923878	-5.10256650040278	5.08726680984288e-07	2.22800269720894e-06	5.19768197306828
G0S2	-1.4110841660904	5.51937603847862	-5.08392941858925	5.58087237683931e-07	2.43353368369878e-06	5.10840938293132
FGL1	-1.47188314170617	7.79016437029888	-5.08225240018965	5.62749447282569e-07	2.45299682575636e-06	5.10039052858412
SAA2	-2.20864406392961	4.31675722260968	-5.06180217456185	6.22722734847689e-07	2.7039161375485e-06	5.00279359448207
APOA1	-1.78124583212435	11.3446618865702	-5.05074030009229	6.57693453971867e-07	2.85108264843282e-06	4.95014680635532
IGHV3-15	-1.34662396958133	1.64045462283101	-5.02447473459693	7.48505925599209e-07	3.22437339757426e-06	4.82554961341083
CPS1	-1.85092345154994	5.94016251356571	-4.99439992234439	8.67398026936805e-07	3.71235129670503e-06	4.68358949783237
GC	-1.00101085248144	9.70541010487335	-4.95968314836833	1.02737989918044e-06	4.35777561908441e-06	4.52065904218896
GATM	-1.02496678780241	6.6681666366399	-4.94355739602752	1.11105112901365e-06	4.69172405842064e-06	4.44532229957663
IGLV8-61	-1.19694279907546	1.19667539767676	-4.9412447500347	1.12357757898209e-06	4.74191731658373e-06	4.43453590609224
SAA1	-2.4607458078705	7.32426381322201	-4.94022751890823	1.12913050020756e-06	4.76209695589703e-06	4.42979286844448
SDS	-2.14792511831186	5.1710005411159	-4.91127428953135	1.29877274816318e-06	5.44531866045593e-06	4.29515732955885
AGXT	-1.36896181214713	7.38568335355373	-4.88981427476508	1.44012489656426e-06	6.01006714579686e-06	4.19582102711954
CCND2P1	-1.10057569972578	2.55829530408966	-4.86709047187776	1.60595432397768e-06	6.66532230518661e-06	4.09105775406195
APCS	-1.49208048030599	8.9358552800032	-4.83484241622005	1.8732399768517e-06	7.71414968452673e-06	3.94313307344588
IGLV2-11	-1.3331926782628	1.86047618321207	-4.82622749483832	1.95160931039751e-06	8.01993849312136e-06	3.90376445028259
FMO3	-1.31007530943713	5.88128019929377	-4.80771102119663	2.13089302439758e-06	8.71992220060075e-06	3.81936014705219
IGHV3-74	-1.04698432852569	1.29912454145205	-4.79196230840372	2.29577848198464e-06	9.37291042942537e-06	3.74780082806291
FABP1	-1.66676384562472	7.76113320223446	-4.7876980425302	2.3424982321453e-06	9.55180253712536e-06	3.72846095459722
OTC	-1.38896446825545	5.17716845876532	-4.7797820396277	2.43166680524392e-06	9.88845796361708e-06	3.69260013786935
IGKV3-11	-1.58325759633297	2.51267657906768	-4.74186822529634	2.90606934672241e-06	1.1700727955637e-05	3.52158223971456
IGKV1-9	-1.17683424726481	1.36534374328167	-4.69415391894987	3.63071976652282e-06	1.44611892367429e-05	3.3080962398959
IGKV4-1	-1.65051746025173	2.72242337827465	-4.67763629180976	3.91990382015403e-06	1.55578008670023e-05	3.23464475965773
ANGPTL3	-1.06177718801496	6.16306064173599	-4.67407419502919	3.98510956431925e-06	1.58030501116977e-05	3.21883519325097
IGLV3-25	-1.33238206412302	1.88446170967599	-4.66424444894917	4.17050440270325e-06	1.65011368515461e-05	3.17526435168154
SERPINA4	-1.14301699075314	6.07876378327897	-4.65927529030811	4.26735466334613e-06	1.68753237263521e-05	3.15326975914081
ARG1	-1.41093994430678	6.62092700597913	-4.64984636072889	4.45710513775115e-06	1.75862639919066e-05	3.11159333063165
GSTA2	-1.90321982831956	5.01036258524481	-4.6409206214548	4.64418561758427e-06	1.82912959276995e-05	3.0722111752303
SLC2A2	-1.14992041175626	6.21707204140882	-4.62927505942077	4.89964789099818e-06	1.92340390659026e-05	3.02093125025408
HMGCS2	-1.16659148760443	8.28309737678777	-4.60737111874079	5.41719579810026e-06	2.11580826710996e-05	2.92479483296833
PPP1R1A	-1.20583570163381	3.38270090329015	-4.6011174406279	5.57434600834796e-06	2.17397733449712e-05	2.89742300965685
IGKV3-20	-1.7032811252376	3.17598955920584	-4.56388026019065	6.60473838798554e-06	2.55271105514148e-05	2.73513505773307
HPD	-1.94245356190963	7.47719947971954	-4.56066632495075	6.70177960089246e-06	2.58886642530095e-05	2.72118394386857
A2M	-1.07803518926788	7.98790983472979	-4.55835389108878	6.77244615765701e-06	2.61480100893673e-05	2.71115158830466
RBP5	-1.01257474529568	5.57971340437785	-4.55686258971777	6.81839823244799e-06	2.63199409831588e-05	2.7046841099326
SULT2A1	-1.45109417664923	7.1066426972976	-4.53694573193726	7.4615349908635e-06	2.86889165360326e-05	2.61849238312101
IGKV1-5	-1.51559389934417	2.46223064747592	-4.53268328484772	7.60654477743419e-06	2.92252287828431e-05	2.60009075327131
SMIM24	-1.31433842744192	1.84510517887822	-4.46043375830103	1.0516921157131e-05	3.97191522196206e-05	2.29056692333119
IGHV3-11	-1.08409592226459	1.35526528023368	-4.44335991313089	1.13465865701701e-05	4.26828024970506e-05	2.21808116728948
APOC3	-1.41643841908453	11.2742188600256	-4.43709584327081	1.16664160311943e-05	4.38369399374428e-05	2.19155093253362
IGHV3-23	-1.41956554347233	2.34742574899385	-4.42764481515934	1.21653596650798e-05	4.55673041815673e-05	2.15158743392072
SAA2-SAA4	-1.64391148702534	3.17169486395865	-4.40940583316917	1.3186607838867e-05	4.91600987555064e-05	2.07468361366436
CFHR4	-1.09210795032047	2.99545175125914	-4.40007067280523	1.37405714238586e-05	5.10608291759682e-05	2.03543424418747
HABP2	-1.15468105720561	5.94826300650656	-4.36194147468212	1.62433359505671e-05	5.975572873829e-05	1.87590912526618
IGLV1-40	-1.40904178767038	2.31463096526623	-4.34904728636625	1.71842912006588e-05	6.30419747910063e-05	1.82224911157922
IGLV2-23	-1.36713390849465	2.16908450589352	-4.33322637214631	1.84101418091064e-05	6.71797864360278e-05	1.75660761732991
IGLV1-51	-1.282707888745	2.32699095970503	-4.30945598994094	2.04102899203972e-05	7.41206312453839e-05	1.65839471026495
IGKV3-15	-1.22154251071303	1.86166547001819	-4.29779766821018	2.14655990462922e-05	7.77395968980709e-05	1.61040627749336
RASD1	-1.06091251317266	3.91383153879306	-4.29063808979604	2.21393072081632e-05	8.00855220603524e-05	1.58099472423769
LINC01370	-1.02635055588925	1.5879454127718	-4.27553113234202	2.36277268474096e-05	8.52199578317614e-05	1.51908268818747
IGKC	-1.8071950517293	4.56714803173702	-4.2738996571358	2.3794068579064e-05	8.57864997596974e-05	1.51240846917987
IGLV3-21	-1.30779585352862	1.99662072701867	-4.26875729672298	2.43257208317423e-05	8.75754323645092e-05	1.49138680657133
PRSS8	-1.0882153341474	1.90198322376851	-4.25951013538619	2.53104151265618e-05	9.09499015979359e-05	1.45364332535927
IGLV4-69	-1.02265816926133	1.33116454689657	-4.24108558219286	2.73869662593587e-05	9.7911047906769e-05	1.37866490542339
AQP9	-1.45528271025694	5.85897878264981	-4.23810801045588	2.77374550738753e-05	9.90111662515605e-05	1.36657571246501
IGLC3	-1.5403232528219	3.36179753300835	-4.23286999521684	2.8364430827827e-05	0.000101122513138999	1.34532783696812
IGHG2	-1.5728344867201	3.6393958465943	-4.17093432310535	3.68809511199461e-05	0.00012934349659886	1.09591805004851
APOC1P1	-1.27297564148865	4.61473117413883	-4.15761001535289	3.90077414801706e-05	0.000136493095643737	1.04270412844274
IGLC2	-1.56157428449115	3.99361900998227	-4.13263095657896	4.33134782667586e-05	0.000150548480484629	0.94336658693898
SLC22A7	-1.34144332392532	5.27994993628199	-4.12736865594342	4.4276536400007e-05	0.00015373183463239	0.922509632565724
IGHG4	-1.3899798374342	2.74193201665277	-4.11548221796956	4.65274495381743e-05	0.000160919196563162	0.875488294558265
LINC01554	-1.43726671529101	2.51850167503867	-4.09718183140177	5.0207056947342e-05	0.000172838458519904	0.803338667934511
CCL21	-1.28700682868741	3.16621572982835	-4.00451635101074	7.34963203868013e-05	0.00024697484254095	0.442565641203025
G6PC1	-1.14847407952648	6.37302223813779	-3.99033712959215	7.78596621966435e-05	0.000260785509896842	0.388035711402327
CYP2B7P	-1.22862112425036	2.57368567295012	-3.95618802877689	8.93990149700633e-05	0.000296619252571997	0.257442341703922
IGHV1-18	-1.15616881951635	1.89977336855775	-3.85032210944378	0.000136357629561874	0.000439433906178777	-0.140781881249803
OAT	-1.03686834601027	3.03630522569279	-3.84093344594484	0.000141494756142095	0.000455236516503728	-0.175612892468276
IGHV3-21	-1.00333152339146	1.53778179789048	-3.83586715532076	0.000144342293232588	0.000463673014462151	-0.194375412588212
CCL19	-1.11608740659144	2.24325509997742	-3.82317105991425	0.000151717977388693	0.00048618536481419	-0.241292769606752
CYP1A1	-1.19649913746534	1.94787176269398	-3.81705883071663	0.000155394471373542	0.000497063686910205	-0.263828281243907
C4BPA	-1.03215177934659	8.07575354395862	-3.7248601644368	0.000222134833021632	0.000692894554948225	-0.599674587931492
IGLV1-44	-1.12694531301252	2.04679934762156	-3.71481322419381	0.00023085377626226	0.000717533142337433	-0.63580797784034
IGLV3-19	-1.26033356437551	2.30450159611895	-3.70129927415288	0.000243090646374985	0.000752745703573003	-0.684266215987867
IGHV4-39	-1.13521039742652	1.98565378545561	-3.69237037038101	0.000251508047120689	0.000776150229066497	-0.716192678046985
