Abundance	risk	cell
0.22910183351992	Low	aDC
0.0858981776548974	Low	aDC
0.0163490586109975	Low	aDC
0.0542058471774023	Low	aDC
0	Low	aDC
0.138065336370653	Low	aDC
0.105826285929132	Low	aDC
9.28496335014124e-18	Low	aDC
0	Low	aDC
0.00575574568983142	Low	aDC
0.164534449833022	Low	aDC
0.0871462113578951	Low	aDC
0.108188170967609	Low	aDC
0	Low	aDC
0.21164430983726	Low	aDC
0.0175664751138779	Low	aDC
