Abundance	risk	cell
0.284981128710323	High	Activated B cell
0.0897310476442306	High	Activated B cell
0.0961600837990968	High	Activated B cell
0.325642574736677	High	Activated B cell
0.303592329938193	High	Activated B cell
0.126481291094627	High	Activated B cell
0.135435299209233	High	Activated B cell
0.205272895749757	High	Activated B cell
0.345296589847743	High	Activated B cell
0.22998985616662	High	Activated B cell
0.198156005052508	High	Activated B cell
0.0550323287053599	High	Activated B cell
0.234006488342853	High	Activated B cell
0.214620639644037	High	Activated B cell
0.286173275564752	High	Activated B cell
0.130754928191491	High	Activated B cell
0.0685111238588766	High	Activated B cell
0.407914148912097	High	Activated B cell
0.0353346735945241	High	Activated B cell
0.158803770250215	High	Activated B cell
0.233614813350802	High	Activated B cell
0.491815451196692	High	Activated B cell
0.246545629100021	High	Activated B cell
0.187241491601233	High	Activated B cell
0.449451571908214	High	Activated B cell
0.110266995107758	High	Activated B cell
0.443892861123782	High	Activated B cell
0.228869586346145	High	Activated B cell
0.0910299664013173	High	Activated B cell
0.076242367598289	High	Activated B cell
0.400767004591828	High	Activated B cell
0.298449235455808	High	Activated B cell
0.183176384460797	High	Activated B cell
0.478367529693907	High	Activated B cell
0.11252607750365	High	Activated B cell
0.310130823326272	High	Activated B cell
0.0659244555386941	High	Activated B cell
0.0236843901994924	High	Activated B cell
0.180643575257919	High	Activated B cell
0.511977541369138	High	Activated B cell
0.208098448291571	High	Activated B cell
0.178062392991847	High	Activated B cell
0.353355626429755	High	Activated B cell
0.105894682048114	High	Activated B cell
0.3139064177586	High	Activated B cell
0.499728850872504	High	Activated B cell
0.457258432254788	High	Activated B cell
0.27313571809256	High	Activated B cell
0.201839942564003	High	Activated B cell
0.24468959108912	High	Activated B cell
0.311546432860744	High	Activated B cell
0.063647388539426	High	Activated B cell
0.064770122926285	High	Activated B cell
0.164761645350983	High	Activated B cell
0.192811185589114	High	Activated B cell
0.465638873242694	High	Activated B cell
0.0934618149284433	High	Activated B cell
0.364457362002886	High	Activated B cell
0.146982763471448	High	Activated B cell
0.876783378445385	High	Activated B cell
0.32906335256643	High	Activated B cell
0.203515329881694	High	Activated B cell
0.233940569855314	High	Activated B cell
0.0895060422995441	High	Activated B cell
0.267422017560092	High	Activated B cell
0.20879920450831	High	Activated B cell
0.355650069428803	High	Activated B cell
0.36282898457216	High	Activated B cell
0.478333161150235	High	Activated B cell
0.306655434717804	High	Activated B cell
0.333302490257079	High	Activated B cell
0.173735561392195	High	Activated B cell
0.359930300438646	High	Activated B cell
0.0850801392098333	High	Activated B cell
0.252468800047746	High	Activated B cell
0.449664586629584	High	Activated B cell
0.0938546551588912	High	Activated B cell
0.244234496950366	High	Activated B cell
0.282463556450911	High	Activated B cell
0.323854632543987	High	Activated B cell
0.425406526966524	High	Activated B cell
0.316764278622133	High	Activated B cell
0.209790592969512	High	Activated B cell
0.12122604324445	High	Activated B cell
0.465443193177625	High	Activated B cell
0.25244472154961	High	Activated B cell
0.129448692239353	High	Activated B cell
0.225123693844097	High	Activated B cell
0.470428314219073	High	Activated B cell
0.204577808438077	High	Activated B cell
0.177106501270046	High	Activated B cell
0.408949449333043	High	Activated B cell
0.622423781935939	High	Activated B cell
0.273212338261216	High	Activated B cell
0.248917160639792	High	Activated B cell
0.370334736820897	High	Activated B cell
0.407789382000794	High	Activated B cell
0.104188729159211	High	Activated B cell
0.0652434292911406	High	Activated B cell
0.187533416050696	High	Activated B cell
0.40281210382956	High	Activated B cell
0.0897697333335161	High	Activated B cell
0.349402553309313	High	Activated B cell
0.25425393948174	High	Activated B cell
0.213674840571643	High	Activated B cell
0.198018394773269	High	Activated B cell
0.128247100235021	High	Activated B cell
0.530553090328915	High	Activated B cell
0.193893517731581	High	Activated B cell
0.12762302763488	High	Activated B cell
-0.013520738323093	High	Activated B cell
0.0967801429316465	High	Activated B cell
0.290524194896279	High	Activated B cell
0.306574476409897	High	Activated B cell
0.229240868759313	High	Activated B cell
0.191277768087453	High	Activated B cell
0.302795762075315	High	Activated B cell
0.0818205934935687	High	Activated B cell
0.40260812780201	High	Activated B cell
0.16343932077834	High	Activated B cell
0.194462944095999	High	Activated B cell
0.256524193525705	High	Activated B cell
0.312009444158636	High	Activated B cell
0.371567203562771	High	Activated B cell
0.446277459059106	High	Activated B cell
0.328673882344741	High	Activated B cell
0.36559381945301	High	Activated B cell
0.281703741972935	High	Activated B cell
0.603500356748065	Low	Activated CD4 T cell
0.490009598944625	Low	Activated CD4 T cell
0.51189754235867	Low	Activated CD4 T cell
0.430053456329672	Low	Activated CD4 T cell
0.480613578989379	Low	Activated CD4 T cell
0.522377770332042	Low	Activated CD4 T cell
0.462749454709469	Low	Activated CD4 T cell
0.545528958782829	Low	Activated CD4 T cell
0.529919335192624	Low	Activated CD4 T cell
0.538586673591549	Low	Activated CD4 T cell
0.497916118589712	Low	Activated CD4 T cell
0.57741395676254	Low	Activated CD4 T cell
0.523900517295621	Low	Activated CD4 T cell
0.494803805963921	Low	Activated CD4 T cell
0.497330634489237	Low	Activated CD4 T cell
0.530712583852899	Low	Activated CD4 T cell
0.525061197788428	Low	Activated CD4 T cell
0.420657087567893	Low	Activated CD4 T cell
0.509862549721419	Low	Activated CD4 T cell
0.500766395090381	Low	Activated CD4 T cell
0.547610745087975	Low	Activated CD4 T cell
0.633570639456186	Low	Activated CD4 T cell
0.435269523192802	Low	Activated CD4 T cell
0.546885460899751	Low	Activated CD4 T cell
0.59932472613712	Low	Activated CD4 T cell
0.359514418885671	Low	Activated CD4 T cell
0.412195346626964	Low	Activated CD4 T cell
0.549102351381576	Low	Activated CD4 T cell
0.532782934626551	Low	Activated CD4 T cell
0.553897161636045	Low	Activated CD4 T cell
0.534550601143175	Low	Activated CD4 T cell
0.45065200639235	Low	Activated CD4 T cell
0.39181503343879	Low	Activated CD4 T cell
0.413923379995709	Low	Activated CD4 T cell
0.512460541602457	Low	Activated CD4 T cell
0.459904128974105	Low	Activated CD4 T cell
0.431094544612856	Low	Activated CD4 T cell
0.500193804830755	Low	Activated CD4 T cell
0.494367710470111	Low	Activated CD4 T cell
0.580472869902327	Low	Activated CD4 T cell
0.44297057705656	Low	Activated CD4 T cell
0.427160401732854	Low	Activated CD4 T cell
0.680197587944409	Low	Activated CD4 T cell
0.52385140255998	Low	Activated CD4 T cell
0.604241775836605	Low	Activated CD4 T cell
0.49084666687845	Low	Activated CD4 T cell
0.472319854225321	Low	Activated CD4 T cell
0.4753448463261	Low	Activated CD4 T cell
0.397254152433002	Low	Activated CD4 T cell
0.485661372738603	Low	Activated CD4 T cell
0.314683821431881	Low	Activated CD4 T cell
0.50106607015685	Low	Activated CD4 T cell
0.442155548349561	Low	Activated CD4 T cell
0.411646519841323	Low	Activated CD4 T cell
0.641384299716883	Low	Activated CD4 T cell
0.361130541373017	Low	Activated CD4 T cell
0.537357998695884	Low	Activated CD4 T cell
0.382788692412812	Low	Activated CD4 T cell
0.458357259848565	Low	Activated CD4 T cell
0.459847914407111	Low	Activated CD4 T cell
0.31250945636727	Low	Activated CD4 T cell
0.53560529086429	Low	Activated CD4 T cell
0.433628006073424	Low	Activated CD4 T cell
0.553490543436456	Low	Activated CD4 T cell
0.396536023580148	Low	Activated CD4 T cell
0.329935483143934	Low	Activated CD4 T cell
0.371194227338763	Low	Activated CD4 T cell
0.687639615546553	Low	Activated CD4 T cell
0.4152947715943	Low	Activated CD4 T cell
0.538337240580892	Low	Activated CD4 T cell
0.513388256585621	Low	Activated CD4 T cell
0.757036120878696	Low	Activated CD4 T cell
0.52815252338152	Low	Activated CD4 T cell
0.459007429354772	Low	Activated CD4 T cell
0.587206029753912	Low	Activated CD4 T cell
0.378578675807235	Low	Activated CD4 T cell
0.55189553450908	Low	Activated CD4 T cell
0.497819102878291	Low	Activated CD4 T cell
0.521222900973727	Low	Activated CD4 T cell
0.559123316280788	Low	Activated CD4 T cell
0.517869986056736	Low	Activated CD4 T cell
0.631269139916655	Low	Activated CD4 T cell
0.562628930532144	Low	Activated CD4 T cell
0.544858252099376	Low	Activated CD4 T cell
0.376738267305097	Low	Activated CD4 T cell
0.614385301460108	Low	Activated CD4 T cell
0.53578633404412	Low	Activated CD4 T cell
0.554767479593432	Low	Activated CD4 T cell
0.579242040694341	Low	Activated CD4 T cell
0.527003879350596	Low	Activated CD4 T cell
0.496974958431951	Low	Activated CD4 T cell
0.441223339285573	Low	Activated CD4 T cell
0.497436253372581	Low	Activated CD4 T cell
0.539664770132082	Low	Activated CD4 T cell
0.5542265741528	Low	Activated CD4 T cell
0.382110345561462	Low	Activated CD4 T cell
0.638953123808239	Low	Activated CD4 T cell
0.513569009374162	Low	Activated CD4 T cell
0.628433352737549	Low	Activated CD4 T cell
0.419344322189846	Low	Activated CD4 T cell
0.503815700458749	Low	Activated CD4 T cell
0.487194333772439	Low	Activated CD4 T cell
0.597571247431263	Low	Activated CD4 T cell
0.657767613949324	Low	Activated CD4 T cell
0.440137654559044	Low	Activated CD4 T cell
0.726399411530251	Low	Activated CD4 T cell
0.634155572839496	Low	Activated CD4 T cell
0.600259241125226	Low	Activated CD4 T cell
0.432136197563421	Low	Activated CD4 T cell
0.581601642290655	Low	Activated CD4 T cell
0.527315142718441	Low	Activated CD4 T cell
0.550650590541892	Low	Activated CD4 T cell
0.40228007880455	Low	Activated CD4 T cell
0.430936780462707	Low	Activated CD4 T cell
0.40255462570599	Low	Activated CD4 T cell
0.497934761439109	Low	Activated CD4 T cell
0.629397668247564	Low	Activated CD4 T cell
0.499997863936975	Low	Activated CD4 T cell
0.622679060026592	Low	Activated CD4 T cell
0.397264688855755	Low	Activated CD4 T cell
0.543995372181558	Low	Activated CD4 T cell
0.451645914799528	Low	Activated CD4 T cell
0.403258334880254	Low	Activated CD4 T cell
0.696967437631944	Low	Activated CD4 T cell
0.591874409963029	Low	Activated CD4 T cell
0.494675776700798	Low	Activated CD4 T cell
0.351379913257423	Low	Activated CD4 T cell
0.448016197690047	Low	Activated CD4 T cell
0.481684503009077	Low	Activated CD4 T cell
0.467978495422491	Low	Activated CD4 T cell
0.589167547428985	Low	Activated CD4 T cell
0.330226680124734	Low	Activated CD4 T cell
0.507102943981465	Low	Activated CD4 T cell
0.552858115225705	Low	Activated CD4 T cell
0.502877582013544	Low	Activated CD4 T cell
0.528381770177317	Low	Activated CD4 T cell
0.562704711207852	Low	Activated CD4 T cell
0.452825323392826	Low	Activated CD4 T cell
0.422112234582652	Low	Activated CD4 T cell
0.544570469931326	Low	Activated CD4 T cell
0.534300319403112	Low	Activated CD4 T cell
0.656389577106999	Low	Activated CD4 T cell
0.517680812688962	Low	Activated CD4 T cell
0.480403632878869	Low	Activated CD4 T cell
0.312409904546612	Low	Activated CD4 T cell
0.429632870513098	Low	Activated CD4 T cell
0.385725149039742	Low	Activated CD4 T cell
0.418164288246584	Low	Activated CD4 T cell
0.575292732618644	Low	Activated CD4 T cell
0.454060776649875	Low	Activated CD4 T cell
0.334152820813583	Low	Activated CD4 T cell
0.468822168837142	Low	Activated CD4 T cell
0.372675359561266	Low	Activated CD4 T cell
0.556246636469643	Low	Activated CD4 T cell
0.542801790428708	Low	Activated CD4 T cell
0.556576275804341	Low	Activated CD4 T cell
0.471969410258913	Low	Activated CD4 T cell
0.396354086958147	Low	Activated CD4 T cell
0.525569534315712	Low	Activated CD4 T cell
0.396784207801878	Low	Activated CD4 T cell
0.404564822984984	Low	Activated CD4 T cell
0.432551654030853	Low	Activated CD4 T cell
0.565215993024033	Low	Activated CD4 T cell
0.411225497397143	Low	Activated CD4 T cell
0.344695251282944	Low	Activated CD4 T cell
0.573742934004207	Low	Activated CD4 T cell
0.470685291441935	Low	Activated CD4 T cell
0.543329788263988	Low	Activated CD4 T cell
0.393631212731036	Low	Activated CD4 T cell
0.620419858884457	Low	Activated CD4 T cell
0.679333576253305	Low	Activated CD4 T cell
0.456084504022189	Low	Activated CD4 T cell
0.521965480607308	Low	Activated CD4 T cell
0.41403216235576	Low	Activated CD4 T cell
0.399875484059719	Low	Activated CD4 T cell
0.487277526463779	Low	Activated CD4 T cell
0.412961184525959	Low	Activated CD4 T cell
0.426843257370436	Low	Activated CD4 T cell
0.372828746380173	Low	Activated CD4 T cell
0.611422926328559	Low	Activated CD4 T cell
0.374584585965696	Low	Activated CD4 T cell
0.573949475615087	High	Activated CD4 T cell
0.596015311677717	High	Activated CD4 T cell
0.644218247883888	High	Activated CD4 T cell
0.680852004165908	High	Activated CD4 T cell
0.67602753820452	High	Activated CD4 T cell
0.534487811296756	High	Activated CD4 T cell
0.581333839851011	High	Activated CD4 T cell
0.488730449498736	High	Activated CD4 T cell
0.522936800942561	High	Activated CD4 T cell
0.514271554960781	High	Activated CD4 T cell
0.658058462806456	High	Activated CD4 T cell
0.498872915608481	High	Activated CD4 T cell
0.467841669296714	High	Activated CD4 T cell
0.638983636026377	High	Activated CD4 T cell
0.572146821629631	High	Activated CD4 T cell
0.709301166991776	High	Activated CD4 T cell
0.450385543075784	High	Activated CD4 T cell
0.624640371980173	High	Activated CD4 T cell
0.572607120917632	High	Activated CD4 T cell
0.709359606904145	High	Activated CD4 T cell
0.617226202017936	High	Activated CD4 T cell
0.517843100175351	High	Activated CD4 T cell
0.625459363430828	High	Activated CD4 T cell
0.56842057390579	High	Activated CD4 T cell
0.662837514702408	High	Activated CD4 T cell
0.604028878445602	High	Activated CD4 T cell
0.623907955743351	High	Activated CD4 T cell
0.613419357865853	High	Activated CD4 T cell
0.711806722371408	High	Activated CD4 T cell
0.770874508146145	High	Activated CD4 T cell
0.527314267004619	High	Activated CD4 T cell
0.601360589075134	High	Activated CD4 T cell
0.579311930232211	High	Activated CD4 T cell
0.625040100882404	High	Activated CD4 T cell
0.560299921322008	High	Activated CD4 T cell
0.549799052767655	High	Activated CD4 T cell
0.696420292302206	High	Activated CD4 T cell
0.545178529664884	High	Activated CD4 T cell
0.489849604655323	High	Activated CD4 T cell
0.721261330988265	High	Activated CD4 T cell
0.480660498752438	High	Activated CD4 T cell
0.556449525741972	High	Activated CD4 T cell
0.641505711945061	High	Activated CD4 T cell
0.508472658160173	High	Activated CD4 T cell
0.477076302617147	High	Activated CD4 T cell
0.545945419732735	High	Activated CD4 T cell
0.61373071683571	High	Activated CD4 T cell
0.716797653242997	High	Activated CD4 T cell
0.562343048311905	High	Activated CD4 T cell
0.493761302032131	High	Activated CD4 T cell
0.586251582265256	High	Activated CD4 T cell
0.49255499715818	High	Activated CD4 T cell
0.621969404364373	High	Activated CD4 T cell
0.594857599753095	High	Activated CD4 T cell
0.568059409589551	High	Activated CD4 T cell
0.54267553028088	High	Activated CD4 T cell
0.550788755821803	High	Activated CD4 T cell
0.560630696199478	High	Activated CD4 T cell
0.488809227111526	High	Activated CD4 T cell
0.554209318375163	High	Activated CD4 T cell
0.557966780219807	High	Activated CD4 T cell
0.51490549329691	High	Activated CD4 T cell
0.520134294873549	High	Activated CD4 T cell
0.536579229109422	High	Activated CD4 T cell
0.520363934637555	High	Activated CD4 T cell
0.529125493209392	High	Activated CD4 T cell
0.570073748459938	High	Activated CD4 T cell
0.582620266850768	High	Activated CD4 T cell
0.662530551690096	High	Activated CD4 T cell
0.487637146885244	High	Activated CD4 T cell
0.600328333031293	High	Activated CD4 T cell
0.723433404312017	High	Activated CD4 T cell
0.493502895878673	High	Activated CD4 T cell
0.522762881010093	High	Activated CD4 T cell
0.468604953068386	High	Activated CD4 T cell
0.60824816041331	High	Activated CD4 T cell
0.563433016235593	High	Activated CD4 T cell
0.619086801765731	High	Activated CD4 T cell
0.625145067749646	High	Activated CD4 T cell
0.546416387082712	High	Activated CD4 T cell
0.667091911747468	High	Activated CD4 T cell
0.582039032797329	High	Activated CD4 T cell
0.418426626347242	High	Activated CD4 T cell
0.527256339402382	High	Activated CD4 T cell
0.576752461283587	High	Activated CD4 T cell
0.517863129892176	High	Activated CD4 T cell
0.532032187756201	High	Activated CD4 T cell
0.722379095864612	High	Activated CD4 T cell
0.454060174693877	High	Activated CD4 T cell
0.615241433125455	High	Activated CD4 T cell
0.525190799793417	High	Activated CD4 T cell
0.576591590753326	High	Activated CD4 T cell
0.566120183635813	High	Activated CD4 T cell
0.6915118466506	High	Activated CD4 T cell
0.624527833822618	High	Activated CD4 T cell
0.564296154546217	High	Activated CD4 T cell
0.54842062973098	High	Activated CD4 T cell
0.464717805038286	High	Activated CD4 T cell
0.541581080681245	High	Activated CD4 T cell
0.660382458781023	High	Activated CD4 T cell
0.643418333287713	High	Activated CD4 T cell
0.608837553744587	High	Activated CD4 T cell
0.520183127585205	High	Activated CD4 T cell
0.602829671313577	High	Activated CD4 T cell
0.538492377736568	High	Activated CD4 T cell
0.460790928568039	High	Activated CD4 T cell
0.414955262758666	High	Activated CD4 T cell
0.442091633972923	High	Activated CD4 T cell
0.566032005331973	High	Activated CD4 T cell
0.623081084688145	High	Activated CD4 T cell
0.352103438683936	High	Activated CD4 T cell
0.556094599660376	High	Activated CD4 T cell
0.575524256780192	High	Activated CD4 T cell
0.817502701580769	High	Activated CD4 T cell
0.587429787157645	High	Activated CD4 T cell
0.493616624541043	High	Activated CD4 T cell
0.511928479811442	High	Activated CD4 T cell
0.439139206387853	High	Activated CD4 T cell
0.546067798187539	High	Activated CD4 T cell
0.521325750571085	High	Activated CD4 T cell
0.511490366070695	High	Activated CD4 T cell
0.623539785420125	High	Activated CD4 T cell
0.681368754211967	High	Activated CD4 T cell
0.645215344828166	High	Activated CD4 T cell
0.557612464623419	High	Activated CD4 T cell
0.492343166954528	High	Activated CD4 T cell
0.59544073246178	High	Activated CD4 T cell
0.5096808862947	High	Activated CD4 T cell
0.524142653956007	High	Activated CD4 T cell
0.707637586902249	High	Activated CD4 T cell
0.575362002624023	High	Activated CD4 T cell
0.509637706174382	High	Activated CD4 T cell
0.652204717379094	High	Activated CD4 T cell
0.643442070112747	High	Activated CD4 T cell
0.579069917262222	High	Activated CD4 T cell
0.531548794487117	High	Activated CD4 T cell
0.54589872959918	High	Activated CD4 T cell
0.517236387695278	High	Activated CD4 T cell
0.61632164406828	High	Activated CD4 T cell
0.519572439635559	High	Activated CD4 T cell
0.554467750466568	High	Activated CD4 T cell
0.674451327005041	High	Activated CD4 T cell
0.699745111979131	High	Activated CD4 T cell
0.583140412747401	High	Activated CD4 T cell
0.523669841004993	High	Activated CD4 T cell
0.590155051115628	High	Activated CD4 T cell
0.750765856829976	High	Activated CD4 T cell
0.595750481278115	High	Activated CD4 T cell
0.519712456738199	High	Activated CD4 T cell
0.690689460123678	High	Activated CD4 T cell
0.600888676478613	High	Activated CD4 T cell
0.481696497969685	High	Activated CD4 T cell
0.449285923332337	High	Activated CD4 T cell
0.526790131583004	High	Activated CD4 T cell
0.532504489041427	High	Activated CD4 T cell
0.527441119156382	High	Activated CD4 T cell
0.537815880913011	High	Activated CD4 T cell
0.582298312244145	High	Activated CD4 T cell
0.593353812678546	High	Activated CD4 T cell
0.527535394477548	High	Activated CD4 T cell
0.520457757438413	High	Activated CD4 T cell
0.706316741612594	High	Activated CD4 T cell
0.403880332056197	High	Activated CD4 T cell
0.551711221701181	High	Activated CD4 T cell
0.511988659933113	High	Activated CD4 T cell
0.529180867738407	High	Activated CD4 T cell
0.58073541574684	High	Activated CD4 T cell
0.623242284831099	High	Activated CD4 T cell
0.480166269605821	High	Activated CD4 T cell
0.529276927247513	High	Activated CD4 T cell
0.591200531595213	High	Activated CD4 T cell
